Pitcher,Team,Opponent,date,year,game_link,player_link,Name,AB,H,BA,BA_season,AB_season,BA_career,AB_career,id,abba
Juan Nieves,Milwaukee Brewers,Baltimore Orioles,1987-04-15,1987,https://www.baseball-reference.com/boxes/BAL/BAL198704150.shtml,https://www.baseball-reference.com/players/r/ripkeca01.shtml,Cal Ripken,3,0,0.252,0.252,624.0,0.276,11551,102,0.756
Juan Nieves,Milwaukee Brewers,Baltimore Orioles,1987-04-15,1987,https://www.baseball-reference.com/boxes/BAL/BAL198704150.shtml,https://www.baseball-reference.com/players/m/murraed02.shtml,Eddie Murray,3,0,0.27699999999999997,0.27699999999999997,618.0,0.287,11336,102,0.831
Juan Nieves,Milwaukee Brewers,Baltimore Orioles,1987-04-15,1987,https://www.baseball-reference.com/boxes/BAL/BAL198704150.shtml,https://www.baseball-reference.com/players/l/lynnfr01.shtml,Fred Lynn,3,0,0.253,0.253,396.0,0.28300000000000003,6925,102,0.759
Juan Nieves,Milwaukee Brewers,Baltimore Orioles,1987-04-15,1987,https://www.baseball-reference.com/boxes/BAL/BAL198704150.shtml,https://www.baseball-reference.com/players/k/knighra01.shtml,Ray Knight,2,0,0.2560000000000001,0.2560000000000001,563.0,0.271,4829,102,0.5120000000000002
Juan Nieves,Milwaukee Brewers,Baltimore Orioles,1987-04-15,1987,https://www.baseball-reference.com/boxes/BAL/BAL198704150.shtml,https://www.baseball-reference.com/players/l/lacyle01.shtml,Lee Lacy,2,0,0.244,0.244,258.0,0.28600000000000003,4549,102,0.488
Juan Nieves,Milwaukee Brewers,Baltimore Orioles,1987-04-15,1987,https://www.baseball-reference.com/boxes/BAL/BAL198704150.shtml,https://www.baseball-reference.com/players/s/shelbjo01.shtml,John Shelby,3,0,0.27139370078740144,0.27139370078740144,508.0,0.239,3090,102,0.8141811023622043
Juan Nieves,Milwaukee Brewers,Baltimore Orioles,1987-04-15,1987,https://www.baseball-reference.com/boxes/BAL/BAL198704150.shtml,https://www.baseball-reference.com/players/r/rayfofl01.shtml,Floyd Rayford,3,0,0.22,0.22,50.0,0.244,1044,102,0.66
Tom Browning,Cincinnati Reds,Los Angeles Dodgers,1988-09-16,1988,https://www.baseball-reference.com/boxes/CIN/CIN198809160.shtml,https://www.baseball-reference.com/players/g/griffal01.shtml,Alfredo Griffin,3,0,0.19899999999999998,0.19899999999999998,316.0,0.249,6780,103,0.597
Tom Browning,Cincinnati Reds,Los Angeles Dodgers,1988-09-16,1988,https://www.baseball-reference.com/boxes/CIN/CIN198809160.shtml,https://www.baseball-reference.com/players/h/hatchmi01.shtml,Mickey Hatcher,3,0,0.29300000000000004,0.29300000000000004,191.0,0.28,3377,103,0.8790000000000001
Tom Browning,Cincinnati Reds,Los Angeles Dodgers,1988-09-16,1988,https://www.baseball-reference.com/boxes/CIN/CIN198809160.shtml,https://www.baseball-reference.com/players/g/gibsoki01.shtml,Kirk Gibson,3,0,0.29000000000000004,0.29000000000000004,542.0,0.268,5798,103,0.8700000000000001
Tom Browning,Cincinnati Reds,Los Angeles Dodgers,1988-09-16,1988,https://www.baseball-reference.com/boxes/CIN/CIN198809160.shtml,https://www.baseball-reference.com/players/m/marshmi02.shtml,Mike Marshall,3,0,0.27699999999999997,0.27699999999999997,542.0,0.27,3593,103,0.831
Tom Browning,Cincinnati Reds,Los Angeles Dodgers,1988-09-16,1988,https://www.baseball-reference.com/boxes/CIN/CIN198809160.shtml,https://www.baseball-reference.com/players/s/shelbjo01.shtml,John Shelby,3,0,0.263,0.263,494.0,0.239,3090,103,0.789
Tom Browning,Cincinnati Reds,Los Angeles Dodgers,1988-09-16,1988,https://www.baseball-reference.com/boxes/CIN/CIN198809160.shtml,https://www.baseball-reference.com/players/h/hamilje01.shtml,Jeff Hamilton,3,0,0.23600000000000002,0.23600000000000002,309.0,0.23399999999999999,1205,103,0.7080000000000001
Tom Browning,Cincinnati Reds,Los Angeles Dodgers,1988-09-16,1988,https://www.baseball-reference.com/boxes/CIN/CIN198809160.shtml,https://www.baseball-reference.com/players/d/dempsri01.shtml,Rick Dempsey,3,0,0.251,0.251,167.0,0.233,4692,103,0.753
Tom Browning,Cincinnati Reds,Los Angeles Dodgers,1988-09-16,1988,https://www.baseball-reference.com/boxes/CIN/CIN198809160.shtml,https://www.baseball-reference.com/players/s/saxst01.shtml,Steve Sax,3,0,0.27699999999999997,0.27699999999999997,632.0,0.281,6940,103,0.831
Tom Browning,Cincinnati Reds,Los Angeles Dodgers,1988-09-16,1988,https://www.baseball-reference.com/boxes/CIN/CIN198809160.shtml,https://www.baseball-reference.com/players/b/belchti01.shtml,Tim Belcher,2,0,0.071,0.071,56.0,0.124,388,103,0.142
Tom Browning,Cincinnati Reds,Los Angeles Dodgers,1988-09-16,1988,https://www.baseball-reference.com/boxes/CIN/CIN198809160.shtml,https://www.baseball-reference.com/players/w/woodstr01.shtml,Tracy Woodson,1,0,0.249,0.249,173.0,0.247,506,103,0.249
Mark Langston (7 IP) Mike Witt (2) (2 IP),California Angels,Seattle Mariners,1990-04-11,1990,https://www.baseball-reference.com/boxes/CAL/CAL199004110.shtml,https://www.baseball-reference.com/players/r/reynoha01.shtml,Harold Reynolds,3,0,0.252,0.252,642.0,0.258,4782,104,0.756
Mark Langston (7 IP) Mike Witt (2) (2 IP),California Angels,Seattle Mariners,1990-04-11,1990,https://www.baseball-reference.com/boxes/CAL/CAL199004110.shtml,https://www.baseball-reference.com/players/g/griffke02.shtml,Ken Griffey,4,0,0.30000000000000004,0.30000000000000004,597.0,0.284,9801,104,1.2000000000000002
Mark Langston (7 IP) Mike Witt (2) (2 IP),California Angels,Seattle Mariners,1990-04-11,1990,https://www.baseball-reference.com/boxes/CAL/CAL199004110.shtml,https://www.baseball-reference.com/players/d/davisal01.shtml,Alvin Davis,2,0,0.2830000000000001,0.2830000000000001,494.0,0.28,4240,104,0.5660000000000002
Mark Langston (7 IP) Mike Witt (2) (2 IP),California Angels,Seattle Mariners,1990-04-11,1990,https://www.baseball-reference.com/boxes/CAL/CAL199004110.shtml,https://www.baseball-reference.com/players/l/leonaje01.shtml,Jeffrey Leonard,3,0,0.25099999999999995,0.25099999999999995,478.0,0.266,5045,104,0.7529999999999999
Mark Langston (7 IP) Mike Witt (2) (2 IP),California Angels,Seattle Mariners,1990-04-11,1990,https://www.baseball-reference.com/boxes/CAL/CAL199004110.shtml,https://www.baseball-reference.com/players/o/o'bripe03.shtml,Pete O'Brien,3,0,0.22399999999999998,0.22399999999999998,366.0,0.261,5437,104,0.6719999999999999
Mark Langston (7 IP) Mike Witt (2) (2 IP),California Angels,Seattle Mariners,1990-04-11,1990,https://www.baseball-reference.com/boxes/CAL/CAL199004110.shtml,https://www.baseball-reference.com/players/m/martied01.shtml,Edgar Martinez,2,0,0.302,0.302,487.0,0.312,7213,104,0.604
Mark Langston (7 IP) Mike Witt (2) (2 IP),California Angels,Seattle Mariners,1990-04-11,1990,https://www.baseball-reference.com/boxes/CAL/CAL199004110.shtml,https://www.baseball-reference.com/players/c/cottohe01.shtml,Henry Cotto,2,0,0.259,0.259,355.0,0.261,2178,104,0.518
Mark Langston (7 IP) Mike Witt (2) (2 IP),California Angels,Seattle Mariners,1990-04-11,1990,https://www.baseball-reference.com/boxes/CAL/CAL199004110.shtml,https://www.baseball-reference.com/players/b/brilegr01.shtml,Greg Briley,1,0,0.24600000000000005,0.24600000000000005,337.0,0.253,1518,104,0.24600000000000005
Mark Langston (7 IP) Mike Witt (2) (2 IP),California Angels,Seattle Mariners,1990-04-11,1990,https://www.baseball-reference.com/boxes/CAL/CAL199004110.shtml,https://www.baseball-reference.com/players/v/valleda01.shtml,Dave Valle,3,0,0.21399999999999994,0.21399999999999994,308.0,0.237,2775,104,0.6419999999999998
Mark Langston (7 IP) Mike Witt (2) (2 IP),California Angels,Seattle Mariners,1990-04-11,1990,https://www.baseball-reference.com/boxes/CAL/CAL199004110.shtml,https://www.baseball-reference.com/players/g/gilesbr01.shtml,Brian Giles,1,0,0.23200000000000004,0.23200000000000004,95.0,0.228,709,104,0.23200000000000004
Mark Langston (7 IP) Mike Witt (2) (2 IP),California Angels,Seattle Mariners,1990-04-11,1990,https://www.baseball-reference.com/boxes/CAL/CAL199004110.shtml,https://www.baseball-reference.com/players/b/bradlsc01.shtml,Scott Bradley,1,0,0.2230000000000001,0.2230000000000001,233.0,0.257,1648,104,0.2230000000000001
Randy Johnson (1),Seattle Mariners,Detroit Tigers,1990-06-02,1990,https://www.baseball-reference.com/boxes/SEA/SEA199006020.shtml,https://www.baseball-reference.com/players/p/phillto02.shtml,Tony Phillips,2,0,0.251,0.251,573.0,0.266,7617,105,0.502
Randy Johnson (1),Seattle Mariners,Detroit Tigers,1990-06-02,1990,https://www.baseball-reference.com/boxes/SEA/SEA199006020.shtml,https://www.baseball-reference.com/players/t/trammal01.shtml,Alan Trammell,4,0,0.304,0.304,559.0,0.285,8288,105,1.216
Randy Johnson (1),Seattle Mariners,Detroit Tigers,1990-06-02,1990,https://www.baseball-reference.com/boxes/SEA/SEA199006020.shtml,https://www.baseball-reference.com/players/w/wardga01.shtml,Gary Ward,3,0,0.25599999999999995,0.25599999999999995,309.0,0.276,4479,105,0.7679999999999998
Randy Johnson (1),Seattle Mariners,Detroit Tigers,1990-06-02,1990,https://www.baseball-reference.com/boxes/SEA/SEA199006020.shtml,https://www.baseball-reference.com/players/f/fieldce01.shtml,Cecil Fielder,2,0,0.277,0.277,573.0,0.255,5157,105,0.554
Randy Johnson (1),Seattle Mariners,Detroit Tigers,1990-06-02,1990,https://www.baseball-reference.com/boxes/SEA/SEA199006020.shtml,https://www.baseball-reference.com/players/l/lemonch01.shtml,Chet Lemon,4,0,0.258,0.258,322.0,0.273,6868,105,1.032
Randy Johnson (1),Seattle Mariners,Detroit Tigers,1990-06-02,1990,https://www.baseball-reference.com/boxes/SEA/SEA199006020.shtml,https://www.baseball-reference.com/players/h/heathmi02.shtml,Mike Heath,4,0,0.2700000000000001,0.2700000000000001,370.0,0.252,4212,105,1.0800000000000003
Randy Johnson (1),Seattle Mariners,Detroit Tigers,1990-06-02,1990,https://www.baseball-reference.com/boxes/SEA/SEA199006020.shtml,https://www.baseball-reference.com/players/j/jonestr01.shtml,Tracy Jones,3,0,0.25988725490196074,0.25988725490196074,408.0,0.273,1303,105,0.7796617647058822
Randy Johnson (1),Seattle Mariners,Detroit Tigers,1990-06-02,1990,https://www.baseball-reference.com/boxes/SEA/SEA199006020.shtml,https://www.baseball-reference.com/players/r/romered01.shtml,Ed Romero,2,0,0.22899999999999995,0.22899999999999995,70.0,0.247,1912,105,0.4579999999999999
Randy Johnson (1),Seattle Mariners,Detroit Tigers,1990-06-02,1990,https://www.baseball-reference.com/boxes/SEA/SEA199006020.shtml,https://www.baseball-reference.com/players/w/willike02.shtml,Ken Williams,3,0,0.16116774193548386,0.16116774193548386,310.0,0.218,1154,105,0.48350322580645155
Nolan Ryan (6),Texas Rangers,Oakland Athletics,1990-06-11,1990,https://www.baseball-reference.com/boxes/OAK/OAK199006110.shtml,https://www.baseball-reference.com/players/h/henderi01.shtml,Rickey Henderson,4,0,0.325,0.325,489.0,0.27899999999999997,10961,106,1.3
Nolan Ryan (6),Texas Rangers,Oakland Athletics,1990-06-11,1990,https://www.baseball-reference.com/boxes/OAK/OAK199006110.shtml,https://www.baseball-reference.com/players/r/randowi01.shtml,Willie Randolph,4,0,0.2604639175257732,0.2604639175257732,388.0,0.276,8018,106,1.0418556701030928
Nolan Ryan (6),Texas Rangers,Oakland Athletics,1990-06-11,1990,https://www.baseball-reference.com/boxes/OAK/OAK199006110.shtml,https://www.baseball-reference.com/players/j/jennido01.shtml,Doug Jennings,3,0,0.1920000000000001,0.1920000000000001,156.0,0.20199999999999999,322,106,0.5760000000000003
Nolan Ryan (6),Texas Rangers,Oakland Athletics,1990-06-11,1990,https://www.baseball-reference.com/boxes/OAK/OAK199006110.shtml,https://www.baseball-reference.com/players/h/hassero01.shtml,Ron Hassey,3,0,0.213,0.213,254.0,0.266,3440,106,0.639
Nolan Ryan (6),Texas Rangers,Oakland Athletics,1990-06-11,1990,https://www.baseball-reference.com/boxes/OAK/OAK199006110.shtml,https://www.baseball-reference.com/players/j/josefe01.shtml,Felix Jose,3,0,0.2653967136150235,0.2653967136150235,426.0,0.28,2527,106,0.7961901408450704
Nolan Ryan (6),Texas Rangers,Oakland Athletics,1990-06-11,1990,https://www.baseball-reference.com/boxes/OAK/OAK199006110.shtml,https://www.baseball-reference.com/players/h/hendeda01.shtml,Dave Henderson,3,0,0.271,0.271,450.0,0.258,5130,106,0.8130000000000001
Nolan Ryan (6),Texas Rangers,Oakland Athletics,1990-06-11,1990,https://www.baseball-reference.com/boxes/OAK/OAK199006110.shtml,https://www.baseball-reference.com/players/q/quirkja01.shtml,Jamie Quirk,2,0,0.281,0.281,121.0,0.24,2266,106,0.562
Nolan Ryan (6),Texas Rangers,Oakland Athletics,1990-06-11,1990,https://www.baseball-reference.com/boxes/OAK/OAK199006110.shtml,https://www.baseball-reference.com/players/l/lansfca01.shtml,Carney Lansford,1,0,0.268,0.268,507.0,0.29,7158,106,0.268
Nolan Ryan (6),Texas Rangers,Oakland Athletics,1990-06-11,1990,https://www.baseball-reference.com/boxes/OAK/OAK199006110.shtml,https://www.baseball-reference.com/players/w/weisswa01.shtml,Walt Weiss,2,0,0.265,0.265,445.0,0.258,4686,106,0.53
Nolan Ryan (6),Texas Rangers,Oakland Athletics,1990-06-11,1990,https://www.baseball-reference.com/boxes/OAK/OAK199006110.shtml,https://www.baseball-reference.com/players/g/gallemi01.shtml,Mike Gallego,1,0,0.206,0.206,389.0,0.239,2931,106,0.206
Nolan Ryan (6),Texas Rangers,Oakland Athletics,1990-06-11,1990,https://www.baseball-reference.com/boxes/OAK/OAK199006110.shtml,https://www.baseball-reference.com/players/p/phelpke01.shtml,Ken Phelps,1,0,0.14995416666666667,0.14995416666666667,240.0,0.239,1854,106,0.14995416666666667
Dave Stewart,Oakland Athletics,Toronto Blue Jays,1990-06-29,1990,https://www.baseball-reference.com/boxes/TOR/TOR199006290.shtml,https://www.baseball-reference.com/players/f/felixju01.shtml,Junior Felix,2,0,0.263,0.263,463.0,0.264,2132,107,0.526
Dave Stewart,Oakland Athletics,Toronto Blue Jays,1990-06-29,1990,https://www.baseball-reference.com/boxes/TOR/TOR199006290.shtml,https://www.baseball-reference.com/players/f/fernato01.shtml,Tony Fernandez,3,0,0.276,0.276,635.0,0.28800000000000003,7911,107,0.8280000000000001
Dave Stewart,Oakland Athletics,Toronto Blue Jays,1990-06-29,1990,https://www.baseball-reference.com/boxes/TOR/TOR199006290.shtml,https://www.baseball-reference.com/players/g/grubeke01.shtml,Kelly Gruber,3,0,0.27399999999999997,0.27399999999999997,592.0,0.259,3159,107,0.8219999999999998
Dave Stewart,Oakland Athletics,Toronto Blue Jays,1990-06-29,1990,https://www.baseball-reference.com/boxes/TOR/TOR199006290.shtml,https://www.baseball-reference.com/players/b/bellge02.shtml,George Bell,3,0,0.2650000000000001,0.2650000000000001,562.0,0.278,6123,107,0.7950000000000004
Dave Stewart,Oakland Athletics,Toronto Blue Jays,1990-06-29,1990,https://www.baseball-reference.com/boxes/TOR/TOR199006290.shtml,https://www.baseball-reference.com/players/m/mcgrifr01.shtml,Fred McGriff,3,0,0.3,0.3,557.0,0.284,8757,107,0.8999999999999999
Dave Stewart,Oakland Athletics,Toronto Blue Jays,1990-06-29,1990,https://www.baseball-reference.com/boxes/TOR/TOR199006290.shtml,https://www.baseball-reference.com/players/o/olerujo01.shtml,John Olerud,3,0,0.265,0.265,358.0,0.295,7592,107,0.795
Dave Stewart,Oakland Athletics,Toronto Blue Jays,1990-06-29,1990,https://www.baseball-reference.com/boxes/TOR/TOR199006290.shtml,https://www.baseball-reference.com/players/m/myersgr01.shtml,Greg Myers,3,0,0.236,0.236,250.0,0.255,3042,107,0.708
Dave Stewart,Oakland Athletics,Toronto Blue Jays,1990-06-29,1990,https://www.baseball-reference.com/boxes/TOR/TOR199006290.shtml,https://www.baseball-reference.com/players/l/leema02.shtml,Manuel Lee,3,0,0.243,0.243,391.0,0.255,2693,107,0.729
Dave Stewart,Oakland Athletics,Toronto Blue Jays,1990-06-29,1990,https://www.baseball-reference.com/boxes/TOR/TOR199006290.shtml,https://www.baseball-reference.com/players/w/wilsomo01.shtml,Mookie Wilson,3,0,0.265,0.265,588.0,0.27399999999999997,5094,107,0.795
Fernando Valenzuela,Los Angeles Dodgers,St. Louis Cardinals,1990-06-29,1990,https://www.baseball-reference.com/boxes/LAN/LAN199006290.shtml,https://www.baseball-reference.com/players/c/colemvi01.shtml,Vince Coleman,4,0,0.292,0.292,497.0,0.264,5406,108,1.168
Fernando Valenzuela,Los Angeles Dodgers,St. Louis Cardinals,1990-06-29,1990,https://www.baseball-reference.com/boxes/LAN/LAN199006290.shtml,https://www.baseball-reference.com/players/m/mcgeewi01.shtml,Willie McGee,3,0,0.3237736156351792,0.3237736156351792,614.0,0.295,7649,108,0.9713208469055377
Fernando Valenzuela,Los Angeles Dodgers,St. Louis Cardinals,1990-06-29,1990,https://www.baseball-reference.com/boxes/LAN/LAN199006290.shtml,https://www.baseball-reference.com/players/g/guerrpe01.shtml,Pedro Guerrero,3,0,0.281,0.281,498.0,0.3,5392,108,0.8430000000000001
Fernando Valenzuela,Los Angeles Dodgers,St. Louis Cardinals,1990-06-29,1990,https://www.baseball-reference.com/boxes/LAN/LAN199006290.shtml,https://www.baseball-reference.com/players/z/zeileto01.shtml,Todd Zeile,2,0,0.244,0.244,495.0,0.265,7573,108,0.488
Fernando Valenzuela,Los Angeles Dodgers,St. Louis Cardinals,1990-06-29,1990,https://www.baseball-reference.com/boxes/LAN/LAN199006290.shtml,https://www.baseball-reference.com/players/p/pendlte01.shtml,Terry Pendleton,3,0,0.23,0.23,447.0,0.27,7032,108,0.6900000000000001
Fernando Valenzuela,Los Angeles Dodgers,St. Louis Cardinals,1990-06-29,1990,https://www.baseball-reference.com/boxes/LAN/LAN199006290.shtml,https://www.baseball-reference.com/players/o/oquenjo01.shtml,Jose Oquendo,3,0,0.252,0.252,469.0,0.256,3202,108,0.756
Fernando Valenzuela,Los Angeles Dodgers,St. Louis Cardinals,1990-06-29,1990,https://www.baseball-reference.com/boxes/LAN/LAN199006290.shtml,https://www.baseball-reference.com/players/h/hudlere01.shtml,Rex Hudler,3,0,0.2818545454545454,0.2818545454545454,440.0,0.261,1767,108,0.8455636363636363
Fernando Valenzuela,Los Angeles Dodgers,St. Louis Cardinals,1990-06-29,1990,https://www.baseball-reference.com/boxes/LAN/LAN199006290.shtml,https://www.baseball-reference.com/players/s/smithoz01.shtml,Ozzie Smith,3,0,0.254,0.254,512.0,0.262,9396,108,0.762
Fernando Valenzuela,Los Angeles Dodgers,St. Louis Cardinals,1990-06-29,1990,https://www.baseball-reference.com/boxes/LAN/LAN199006290.shtml,https://www.baseball-reference.com/players/d/deleojo01.shtml,Jose DeLeon,2,0,0.107,0.107,56.0,0.091,419,108,0.214
Fernando Valenzuela,Los Angeles Dodgers,St. Louis Cardinals,1990-06-29,1990,https://www.baseball-reference.com/boxes/LAN/LAN199006290.shtml,https://www.baseball-reference.com/players/w/wilsocr01.shtml,Craig Wilson,1,0,0.248,0.248,121.0,0.251,362,108,0.248
Terry Mulholland,Philadelphia Phillies,San Francisco Giants,1990-08-15,1990,https://www.baseball-reference.com/boxes/PHI/PHI199008150.shtml,https://www.baseball-reference.com/players/p/parkeri01.shtml,Rick Parker,3,0,0.24299999999999994,0.24299999999999994,107.0,0.244,225,109,0.7289999999999999
Terry Mulholland,Philadelphia Phillies,San Francisco Giants,1990-08-15,1990,https://www.baseball-reference.com/boxes/PHI/PHI199008150.shtml,https://www.baseball-reference.com/players/a/anderda02.shtml,Dave Anderson,3,0,0.35,0.35,100.0,0.242,2026,109,1.0499999999999998
Terry Mulholland,Philadelphia Phillies,San Francisco Giants,1990-08-15,1990,https://www.baseball-reference.com/boxes/PHI/PHI199008150.shtml,https://www.baseball-reference.com/players/c/clarkwi02.shtml,Will Clark,3,0,0.295,0.295,600.0,0.303,7173,109,0.885
Terry Mulholland,Philadelphia Phillies,San Francisco Giants,1990-08-15,1990,https://www.baseball-reference.com/boxes/PHI/PHI199008150.shtml,https://www.baseball-reference.com/players/m/mitchke01.shtml,Kevin Mitchell,3,0,0.29,0.29,524.0,0.284,4134,109,0.8699999999999999
Terry Mulholland,Philadelphia Phillies,San Francisco Giants,1990-08-15,1990,https://www.baseball-reference.com/boxes/PHI/PHI199008150.shtml,https://www.baseball-reference.com/players/w/willima04.shtml,Matt Williams,3,0,0.27699999999999997,0.27699999999999997,617.0,0.268,7000,109,0.831
Terry Mulholland,Philadelphia Phillies,San Francisco Giants,1990-08-15,1990,https://www.baseball-reference.com/boxes/PHI/PHI199008150.shtml,https://www.baseball-reference.com/players/l/littogr01.shtml,Greg Litton,3,0,0.245,0.245,204.0,0.24100000000000002,809,109,0.735
Terry Mulholland,Philadelphia Phillies,San Francisco Giants,1990-08-15,1990,https://www.baseball-reference.com/boxes/PHI/PHI199008150.shtml,https://www.baseball-reference.com/players/k/kennete02.shtml,Terry Kennedy,2,0,0.27699999999999997,0.27699999999999997,303.0,0.264,4979,109,0.5539999999999999
Terry Mulholland,Philadelphia Phillies,San Francisco Giants,1990-08-15,1990,https://www.baseball-reference.com/boxes/PHI/PHI199008150.shtml,https://www.baseball-reference.com/players/b/bathebi01.shtml,Bill Bathe,1,0,0.213,0.22899999999999998,48.0,0.213,183,109,0.213
Terry Mulholland,Philadelphia Phillies,San Francisco Giants,1990-08-15,1990,https://www.baseball-reference.com/boxes/PHI/PHI199008150.shtml,https://www.baseball-reference.com/players/u/uribejo01.shtml,Jose Uribe,3,0,0.24799999999999994,0.24799999999999994,415.0,0.24100000000000002,3064,109,0.7439999999999998
Terry Mulholland,Philadelphia Phillies,San Francisco Giants,1990-08-15,1990,https://www.baseball-reference.com/boxes/PHI/PHI199008150.shtml,https://www.baseball-reference.com/players/r/robindo01.shtml,Don Robinson,2,0,0.14300000000000002,0.14300000000000002,63.0,0.231,631,109,0.28600000000000003
Terry Mulholland,Philadelphia Phillies,San Francisco Giants,1990-08-15,1990,https://www.baseball-reference.com/boxes/PHI/PHI199008150.shtml,https://www.baseball-reference.com/players/c/cartega01.shtml,Gary Carter,1,0,0.254,0.254,244.0,0.262,7971,109,0.254
Dave Stieb,Toronto Blue Jays,Cleveland Indians,1990-09-02,1990,https://www.baseball-reference.com/boxes/CLE/CLE199009020.shtml,https://www.baseball-reference.com/players/c/coleal01.shtml,Alex Cole,2,0,0.3,0.3,227.0,0.28,1760,110,0.6
Dave Stieb,Toronto Blue Jays,Cleveland Indians,1990-09-02,1990,https://www.baseball-reference.com/boxes/CLE/CLE199009020.shtml,https://www.baseball-reference.com/players/b/brownje01.shtml,Jerry Browne,4,0,0.267,0.267,513.0,0.271,3190,110,1.068
Dave Stieb,Toronto Blue Jays,Cleveland Indians,1990-09-02,1990,https://www.baseball-reference.com/boxes/CLE/CLE199009020.shtml,https://www.baseball-reference.com/players/j/jamesdi01.shtml,Dion James,3,0,0.27399999999999997,0.27399999999999997,248.0,0.28800000000000003,2708,110,0.8219999999999998
Dave Stieb,Toronto Blue Jays,Cleveland Indians,1990-09-02,1990,https://www.baseball-reference.com/boxes/CLE/CLE199009020.shtml,https://www.baseball-reference.com/players/p/phelpke01.shtml,Ken Phelps,2,0,0.14995416666666667,0.14995416666666667,240.0,0.239,1854,110,0.29990833333333333
Dave Stieb,Toronto Blue Jays,Cleveland Indians,1990-09-02,1990,https://www.baseball-reference.com/boxes/CLE/CLE199009020.shtml,https://www.baseball-reference.com/players/j/jacobbr01.shtml,Brook Jacoby,3,0,0.293,0.293,553.0,0.27,4520,110,0.879
Dave Stieb,Toronto Blue Jays,Cleveland Indians,1990-09-02,1990,https://www.baseball-reference.com/boxes/CLE/CLE199009020.shtml,https://www.baseball-reference.com/players/b/baergca01.shtml,Carlos Baerga,2,0,0.26,0.26,312.0,0.29100000000000004,5439,110,0.52
Dave Stieb,Toronto Blue Jays,Cleveland Indians,1990-09-02,1990,https://www.baseball-reference.com/boxes/CLE/CLE199009020.shtml,https://www.baseball-reference.com/players/s/snydeco02.shtml,Cory Snyder,3,0,0.233,0.233,438.0,0.247,3656,110,0.6990000000000001
Dave Stieb,Toronto Blue Jays,Cleveland Indians,1990-09-02,1990,https://www.baseball-reference.com/boxes/CLE/CLE199009020.shtml,https://www.baseball-reference.com/players/b/brookto01.shtml,Tom Brookens,2,0,0.266,0.266,154.0,0.24600000000000002,3865,110,0.532
Dave Stieb,Toronto Blue Jays,Cleveland Indians,1990-09-02,1990,https://www.baseball-reference.com/boxes/CLE/CLE199009020.shtml,https://www.baseball-reference.com/players/j/jamesch02.shtml,Chris James,1,0,0.29899999999999993,0.29899999999999993,528.0,0.261,3040,110,0.29899999999999993
Dave Stieb,Toronto Blue Jays,Cleveland Indians,1990-09-02,1990,https://www.baseball-reference.com/boxes/CLE/CLE199009020.shtml,https://www.baseball-reference.com/players/s/skinnjo01.shtml,Joel Skinner,2,0,0.252,0.252,139.0,0.228,1441,110,0.504
Dave Stieb,Toronto Blue Jays,Cleveland Indians,1990-09-02,1990,https://www.baseball-reference.com/boxes/CLE/CLE199009020.shtml,https://www.baseball-reference.com/players/m/maldoca01.shtml,Candy Maldonado,1,0,0.273,0.273,590.0,0.254,4106,110,0.273
Nolan Ryan (7),Texas Rangers,Toronto Blue Jays,1991-05-01,1991,https://www.baseball-reference.com/boxes/TEX/TEX199105010.shtml,https://www.baseball-reference.com/players/w/whitede03.shtml,Devon White,4,0,0.282,0.282,642.0,0.263,7344,111,1.128
Nolan Ryan (7),Texas Rangers,Toronto Blue Jays,1991-05-01,1991,https://www.baseball-reference.com/boxes/TEX/TEX199105010.shtml,https://www.baseball-reference.com/players/a/alomaro01.shtml,Roberto Alomar,4,0,0.295,0.295,637.0,0.3,9073,111,1.18
Nolan Ryan (7),Texas Rangers,Toronto Blue Jays,1991-05-01,1991,https://www.baseball-reference.com/boxes/TEX/TEX199105010.shtml,https://www.baseball-reference.com/players/g/grubeke01.shtml,Kelly Gruber,2,0,0.252,0.252,429.0,0.259,3159,111,0.504
Nolan Ryan (7),Texas Rangers,Toronto Blue Jays,1991-05-01,1991,https://www.baseball-reference.com/boxes/TEX/TEX199105010.shtml,https://www.baseball-reference.com/players/c/cartejo01.shtml,Joe Carter,2,0,0.273,0.273,638.0,0.259,8422,111,0.546
Nolan Ryan (7),Texas Rangers,Toronto Blue Jays,1991-05-01,1991,https://www.baseball-reference.com/boxes/TEX/TEX199105010.shtml,https://www.baseball-reference.com/players/o/olerujo01.shtml,John Olerud,3,0,0.2560000000000001,0.2560000000000001,454.0,0.295,7592,111,0.7680000000000003
Nolan Ryan (7),Texas Rangers,Toronto Blue Jays,1991-05-01,1991,https://www.baseball-reference.com/boxes/TEX/TEX199105010.shtml,https://www.baseball-reference.com/players/w/whitema01.shtml,Mark Whiten,3,0,0.2430933660933661,0.2430933660933661,814.0,0.259,3104,111,0.7292800982800983
Nolan Ryan (7),Texas Rangers,Toronto Blue Jays,1991-05-01,1991,https://www.baseball-reference.com/boxes/TEX/TEX199105010.shtml,https://www.baseball-reference.com/players/h/hillgl01.shtml,Glenallen Hill,3,0,0.2579841628959276,0.2579841628959276,442.0,0.271,3715,111,0.7739524886877829
Nolan Ryan (7),Texas Rangers,Toronto Blue Jays,1991-05-01,1991,https://www.baseball-reference.com/boxes/TEX/TEX199105010.shtml,https://www.baseball-reference.com/players/m/myersgr01.shtml,Greg Myers,3,0,0.262,0.262,309.0,0.255,3042,111,0.786
